Startup_Name,Funding_Amount,Break_Even_Point,TRL_Level,Number_of_Employees,Investors,Growth_Rate,Industry,Revenue,Marketing_Spend,Administration_Cost,Startup_Category,R&D_Spend,Innovation_Score,Market_Competition,Customer_Growth,Burn_Rate,Founder_Experience,Customer_Satisfaction,Company_Valuation,Employee_Retention_Rate,Monthly_Active_Users,Patent_Count,Global_Presence,Startup_Status
Lopez-Martinez,2644713.322207922,45,7,27,Andreessen Horowitz,-8.018572464385075,Biotech,5990676.7540970445,268315.89,554144.43,B2B,644945.5623119539,68.64065174124444,2.098027526161902,-11.512932225601936,230971.30599750872,0.3188446699503006,4.350009078421947,29331389.82583946,63.12699624490718,-10069.200367593507,2.793310299132401,17.050604576592622,Moderate
Ortiz-Morgan,2908744.821650707,34,4,119,Andreessen Horowitz,55.174545870729446,Gaming,701170.2093670917,121166.85,174361.23,SaaS,-79375.39441638484,64.42577643866667,7.058923490076234,2.167932939249424,318273.1367971453,4.117136393603099,3.8813569121049767,-42533638.578391515,68.88399878299658,189947.58081208233,3.657969328056658,2.5029982674580866,Moderate
"Cook, Wells and Bryant",-837385.3910210442,60,4,28,Accel,-12.566725331877638,Biotech,4831367.547893325,291348.83,284349.36,DeepTech,193236.65754506338,70.41161116589377,6.759218819164868,10.021425068981399,297266.5527303688,3.0240146868700335,2.9211353099187365,33252402.62655011,50.42702133866656,3638.373545465264,2.4611105462779856,,Failed
Richards-Carson,1635914.089401367,33,6,54,Andreessen Horowitz,54.01462778336551,Biotech,3522336.712733538,71002.03,121752.9,B2C,-1143423.017815888,65.06122801016024,4.274015445549909,25.14057271924166,79640.03911163355,0.8854333681079345,2.9029610695078083,44618702.33281383,69.41397367525991,76350.73792025735,3.6331830813980286,10.925988875511495,Moderate
"Hernandez, Martinez and Weber",4987189.54441524,15,5,49,Y Combinator,18.26280636600822,AI,4165459.050134962,1238069.3,370179.11,DeepTech,523247.8467271356,67.95193564684087,5.64622584682125,41.909795798642314,759828.4556069158,12.023095505749847,3.929909395009137,14609677.052625779,61.27991127149617,-10296.786568382806,3.878645316145981,0.8497095669004526,Moderate
Smith PLC,6930124.042615119,37,1,62,Google Ventures,-20.853175388046118,HealthTech,1163942.3927224025,764607.56,715245.52,SaaS,933422.8318213511,28.773661955312406,9.948450709077628,3.395332003566016,87547.86892228934,6.785057963684155,2.7370703648703483,23313741.60994347,40.14704477806907,23043.03493904143,1.9028828706821084,-0.06324567080496912,Failed
"Morales, Williams and Williams",3087832.6387009425,32,4,6,SoftBank,-11.418421960919318,Gaming,1517433.8220046265,276389.82,199657.01,Marketplace,344008.8436440764,53.64505554397087,9.379751225627917,-10.443680078617621,2346601.1112302877,0.5737430868998431,2.107676380156857,31074269.084088393,58.80886086392916,139399.13662361845,-0.5476783519848184,1.835523564817535,Failed
"Choi, Garcia and Farmer",33644552.185670495,16,6,42,Y Combinator,95.57828360359423,Gaming,28417088.92690371,7696790.14,1434240.2,SaaS,8014427.122048525,92.91965090371659,3.8480762169657314,86.80595774450029,382252.7208552617,5.330976043451816,4.156681875616167,382317476.37423337,88.06577247386218,885491.6706175403,,18.334094356778902,Successful
"Newton, Moore and Perry",3693968.1253056005,41,6,94,Andreessen Horowitz,37.001728794785734,E-Commerce,-1531945.620856546,261031.3,254492.95,Marketplace,-503293.5461173392,76.50008133411048,1.8919401185934166,14.304489071942065,135616.5100694007,0.34410964996361443,3.0640451471733687,15736126.062804682,70.07642047252959,148148.70994259493,2.627514497816606,5.9509818688241705,Moderate
"Burns, Nolan and Griffin",-761447.4498505759,12,4,8,Accel,-3.152728978666005,Cybersecurity,556591.7165612313,124126.73,21445.62,DeepTech,-1021197.2315817954,51.92894453485315,7.415456781532699,25.04773462330182,412878.7981025818,0.5480490785249343,2.2788657338024105,14792778.670991374,59.87986155538611,12030.147168375232,-0.4707537257050505,1.5531163537311823,Failed
Smith-Bell,31889950.54475225,10,8,50,Tiger Global,67.90626749393778,EdTech,35338560.886188515,6457241.99,4540581.93,B2C,11826001.46718964,83.77975304423857,2.949289048909016,90.86048578309187,4511274.054812469,4.446339715630367,4.612751200859814,227892425.43288288,89.2394020806181,-16176.095699454367,6.946799131506716,15.355434271988221,Successful
"Booker, Jones and Harrington",15474360.91533353,44,4,19,Google Ventures,35.61270732052431,E-Commerce,5141236.303073601,1637551.37,1070179.8,B2B2C,1591912.859795671,44.97497404615391,5.927226352535564,31.8345499410759,55008.78534536803,-0.20799798851984566,3.910048460202241,41540115.199274965,79.46493049655523,42216.77904286403,3.1806798096506634,13.707922253649517,Failed
"Nelson, Hoffman and Nelson",1300201.0288538795,60,5,2,Accel,-9.778340977648297,EdTech,2601148.623414072,69786.18,44407.42,SaaS,-10899.890269989552,45.19897251217826,7.49822560077299,-5.724675044678558,377987.7748702853,3.1767628493696294,3.172804951219415,-58470189.38334818,63.66280543786621,-11732.86228062406,-0.33437252946757395,5.527093881484742,Failed
Hines-Berry,2260609.4062275873,41,2,23,Kalaari Capital,-0.913544584564282,AI,496962.4837774704,78952.31,39641.36,B2C,450036.904664129,34.536260428232985,7.680424978407244,,1369931.094941089,4.202933604981454,4.267144066933016,-17993861.860287335,60.14040863049796,41579.960144143166,0.9786313038603286,5.125480899557784,Failed
"Rosales, Mitchell and Hines",-341282.7429939173,24,3,37,Sequoia Capital,14.142367685718318,E-Commerce,-631034.9087430676,509473.31,223176.66,DeepTech,1153665.3619393595,56.43617518623407,6.467271001150791,24.362626852075525,631918.2064979295,-1.1206135627384577,3.214684419638782,47746823.86819805,66.18375839252217,68551.62315302608,5.833299592419719,-0.7574040934761108,Moderate
Gibson-Morris,4334453.410155635,21,6,31,Google Ventures,19.50772416865588,HealthTech,-1116157.5621610975,535128.99,175149.52,B2B2C,296779.8283017796,67.1860555832612,7.40809886445511,35.052056965144246,114291.19150249597,4.4552497134126465,3.172365884367215,19088368.43941672,67.12255180911617,15915.531150181092,8.71882871450877,0.22057985186366902,Moderate
Jackson-Meza,-2332682.3630691627,16,6,20,Andreessen Horowitz,14.160126634112425,HealthTech,-1262481.370974622,344751.52,90370.78,B2C,666890.482383975,58.89452123846613,3.297206266346158,35.060173716397536,471224.6511113565,4.04421455288691,3.676340626608761,-14710088.244610738,66.8514159060082,52322.148642797074,,3.7970345983823197,Moderate
Nolan-Flynn,13388053.466368083,23,9,58,Kalaari Capital,126.20049168166904,HealthTech,13623337.315661637,1129809.66,2483049.17,B2B2C,5423592.765723688,52.85520314728391,5.430953157954621,41.94613499928245,182347.95625503268,7.2270319603391995,4.914304262239643,293580693.1441177,82.05591227593604,451103.6477355551,5.727072314678366,19.486604719844415,Successful
Torres-Pope,2832962.9469800834,23,7,851,Accel,73.43887768085409,Gaming,9915603.995604869,857241.2,264096.37,B2C,33303.974242628436,72.4942119373053,3.4740609219700027,33.38525266612122,317937.99293593934,13.765934582541384,4.83543885365122,147318375.73694426,86.11161680147302,5499.823443349029,3.6175104441398123,37.92024272168928,Successful
"Morrison, Hebert and Rogers",1627410.4007859998,42,1,19,Kalaari Capital,-14.38174926505769,E-Commerce,-2281365.526073898,147613.8,32805.95,B2B2C,-355269.17174866004,55.34317826827558,6.961970299391331,-18.991843133389494,328630.71482176357,0.2744867758524701,3.0186610042786466,-19805268.869546257,46.25718606572773,-11721.250115917523,0.1262581915243919,0.2528661999334638,Failed
Whitney PLC,1887145.6131146457,56,4,26,Accel,19.10218167150643,Gaming,782312.5873409208,66646.59,71216.88,Marketplace,-909093.4408455852,33.42089456634579,6.854799003415337,6.178972865929058,132004.5468452971,2.731736373870458,3.0644043022771568,-13768968.583069377,64.5250828729918,-24893.636379655953,1.0632311067828204,4.965926418364443,Failed
Wilkerson-Arias,981608.8292043165,41,2,28,Google Ventures,30.52317824155123,AI,1663916.086842006,646420.74,209973.89,B2B2C,-860452.6579439591,83.55076429028993,7.07785616503137,21.801870566704306,232193.46858274812,0.4600998164892347,4.239587342180272,27997208.535597958,70.84269825600664,45052.140349431036,4.55803679561641,25.543490108399638,Moderate
"Garcia, Humphrey and Baker",10033103.985149343,25,8,93,Y Combinator,81.51369621979671,HealthTech,8448095.58745392,1700350.46,1057607.2,Marketplace,2072464.798061185,82.00582773405073,2.9607497918996253,74.36615641856915,150844.5214452032,8.545815239929404,4.32404165949419,125080428.67042987,81.66854674190611,28308.826253780644,6.109055159582165,13.532117824309399,Successful
"Henderson, Ramirez and Lewis",14295486.914065028,23,6,181,Accel,87.57972678822215,AgriTech,4243586.278515207,850746.82,1271806.41,DeepTech,4719664.497526676,86.23274087743486,3.6529817462839653,59.63558994918485,284752.97672527155,11.205288920400507,3.8297369504143663,97961802.087113,80.04454993460828,424442.9014605997,15.841610261740481,53.45132832849674,Successful
Moore-Bass,17266227.37253993,22,5,331,Google Ventures,65.58711433497344,Biotech,10917101.993200138,1904150.83,1367350.07,B2B2C,2954829.1194844907,69.4759462798599,2.969896220616134,6.831757975836265,399956.6105572535,11.706671707039982,4.755306082570888,84041471.06537461,83.99649581210907,194513.88738467338,12.28521385361068,24.566559278858527,Successful
"Mckinney, Graves and Thompson",1912397.890851378,73,3,91,Andreessen Horowitz,-14.440518064144676,AI,2797193.189151718,112032.41,135686.97,B2B,360536.1250515688,36.21030263087503,6.830307354860124,-11.5835281760025,553449.4664926742,3.8947992570159253,3.1619162583428975,-33316345.950904563,51.17887401299957,-30580.10597192306,1.087343136037516,2.2688571236048096,Failed
"Richardson, Farmer and Andrews",7037311.011918066,35,5,15,Kalaari Capital,24.177709726864677,Biotech,-707520.0844267968,707169.01,271214.92,B2B,-6608.348478519591,80.54104618842331,3.962656673593231,,66990.67829592581,2.4217495224831245,4.133096512549319,13996661.165844733,76.017830237414,-38881.73362654842,5.70211914102193,,Moderate
Green LLC,974261.1147620776,54,3,3,Google Ventures,-35.67413989230359,Cybersecurity,1912849.0932351483,83436.43,78463.58,B2B2C,896938.0600252268,56.5272410047386,8.105888661648388,-43.58623885795414,189049.9592258939,4.465776847286586,1.8497620801046732,10017499.88118275,82.31852863711808,9541.687111035815,0.7213480981668747,2.1258562588327847,Successful
Landry PLC,-2011686.3507307558,69,1,10,Tiger Global,-37.22284314658168,Gaming,-3146422.9727973775,22919.05,12314.51,B2B,118814.18177147092,62.751085868766936,8.508396459781352,-9.392742451908026,613649.7552103222,0.14809339572784,2.356596288647306,-30715705.903647117,66.88292675805414,-16123.824046795708,0.7929137523079435,1.1564141741541736,Failed
"Kelley, Nguyen and Vang",7228168.89766868,33,7,33,Google Ventures,29.344076964193764,Biotech,3346672.420805432,911187.03,165196.92,SaaS,337586.43625354953,68.42150244854632,4.219773686230452,47.247937648150256,276619.7048906597,5.516694404652142,3.0228700492072575,38591872.85599783,61.69499305695804,6919.703661715637,4.290656404435299,14.31190085926264,Moderate
Boyle-Smith,-173119.23557518423,62,3,3,Kalaari Capital,-4.294137250129429,SaaS,-492525.3888405843,44079.49,43422.38,D2C,-66999.66869726357,45.20393266800601,7.485783895603882,-9.561415089482454,1221905.3995830202,1.8781144664914886,4.173949639965928,21183442.143181294,61.39289791222664,70256.14325924154,1.5630985748609199,9.06324926926124,Failed
Hernandez Inc,10509454.349810928,16,7,873,Tiger Global,121.17858441240018,AgriTech,12234270.304425042,2602341.97,1012038.32,B2B,3199150.7664189865,72.64409247472567,3.062901432153372,27.34726060919312,203721.46015188354,15.077272170136883,4.346345004327186,133506595.71344832,79.85189307979223,70566.73077096514,3.074704676063395,40.953764856820186,Successful
"Ross, Robinson and Bright",17056540.000784688,16,8,83,Kalaari Capital,55.57369157925579,HealthTech,32672838.293175686,2058337.86,1724819.66,B2B2C,6548494.44529178,70.25885389966632,4.749415568404858,73.91197983306915,418180.237520378,5.464862017670539,3.7781794285998482,192208602.3772855,88.30438586267724,102489.87509514338,4.618697685135299,24.85777855265858,Successful
Allen-Allen,20502881.43379119,16,7,78,Google Ventures,59.448967723753775,FinTech,37866456.227850586,3022934.69,2587720.3,B2B2C,7735628.631585892,86.22523670881321,7.204401236106851,101.4079887880619,6890145.639559974,10.151727737117103,4.068758333637,449498557.32180804,74.42598616870025,74611.84912287284,5.763367208005393,49.592873544911555,Successful
Rodriguez LLC,7353155.91927199,28,6,142,Kalaari Capital,110.1923847435898,HealthTech,17002931.51343339,417090.19,879794.2,Marketplace,1515139.3109107977,87.56095416294528,2.8571528166721287,74.54041769827795,270461.6532667808,7.139487652365077,4.217604876995983,104785571.28577158,80.59395464008075,57136.16297163858,11.630971235710973,30.65094640685284,Successful
"Stanley, Tucker and Lee",6515475.659802785,20,7,54,Kalaari Capital,52.3933563113207,Gaming,6414713.17441919,777786.84,202840.45,Marketplace,381484.28260823817,67.238103322485,4.499400789975128,40.96394978232803,92937.60176557962,6.568330453683807,4.505828251152043,39731622.383288026,81.72427411220885,290637.0339751524,7.3994532455838105,11.511566932939184,Successful
Johnson-Rogers,23494731.30477957,29,8,56,SoftBank,59.28649174190804,AI,39907993.15512599,2848155.75,930563.98,B2C,7058528.240182218,65.87343852636434,0.9009604715748819,77.5727232833703,290868.8515611119,9.200860420261531,4.372069944764768,470291508.59886736,91.07028898249953,70163.71076096618,4.814018736457218,22.10380428218748,Successful
"Pierce, Bell and Chavez",21806364.08476623,15,7,292,Tiger Global,61.72036475226003,Gaming,17523469.646516014,2410872.07,821066.8,B2B,4414842.920642294,58.262099717438105,5.066621078977561,81.4438828852434,97896.23743549398,6.0282478235453345,4.006411196056907,274668080.90316194,87.14635357704792,75116.06616704012,5.346743628275605,1.022910407108982,Successful
Reed Group,-197038.4922437137,78,4,30,Andreessen Horowitz,36.654325153035664,FinTech,2501282.4638906824,903593.0,435550.71,B2C,627028.5337043393,40.69455309595956,8.950803533109049,0.2259372505613355,130619.19905169413,-0.9567300880044513,3.7331195613647514,23885297.00446699,56.96890213023047,45403.41891527096,0.28062320230093996,7.774734846978983,Failed
Williams PLC,128263561.06536351,9,9,41,Google Ventures,61.908832045182784,FinTech,47896095.33650071,17387236.14,15704703.37,B2B,43994398.377673686,86.21496097663723,4.9785685213670785,69.90958804737578,386955.86813107075,5.516748326559077,4.156163801509142,2206599117.532219,96.22370620263891,510875.7819456348,9.058718172032764,12.394240536440979,Successful
Dudley Group,12798078.479015347,29,7,151,Kalaari Capital,91.32707277745641,EdTech,7083203.28484376,2159152.44,1216117.17,B2B2C,3098098.269195604,73.20180993252684,5.428594019981527,37.97212683910946,425715.4954315448,2.3003017680864795,4.529996968768696,127472080.29303962,80.12055800299649,67655.04366851886,7.666283357978076,42.09030924846684,Successful
Morales Inc,-1805165.3548276941,22,4,7,Y Combinator,10.509985514739139,Gaming,738461.5747529562,26698.79,24512.48,DeepTech,-284032.9657129534,57.02220003451672,6.5945489799050065,-22.42765447391265,349534.087254237,0.6505301189717836,3.2497716757287045,-37259407.39905215,39.990929323658634,28721.7201257477,1.1965071611308995,7.353416123481529,Failed
Levy-Lewis,5095091.151117344,55,4,3,Kalaari Capital,20.023967429452615,SaaS,398927.3644484127,540806.16,582924.52,B2C,284328.18293412303,46.246076501673365,6.20283285784875,-8.542564428520702,1117966.8210457768,1.368550833598606,2.3326866949310676,-46784437.19139587,40.571986572784276,10098.307433181155,0.5831874476208199,1.896170651754249,Failed
"Williams, Johnson and Wright",46229182.66021713,19,6,91,Kalaari Capital,107.57866331844926,FinTech,66135511.62326952,8540761.4,3346101.42,B2B,7572286.236654921,68.24502862799484,1.5171881514157897,43.3413238635301,533138.0327183338,14.364549812452239,4.338653046774466,701720667.7044008,90.36398590937279,682449.113371559,4.053686017746101,8.51558185214914,Successful
Salazar Inc,-524783.7513590358,39,4,5,Andreessen Horowitz,3.7862027406013747,Biotech,2086016.2290174412,132166.67,99793.02,Marketplace,382101.50461865513,49.489317440912224,7.53971152694664,-31.4714158495752,806809.8589160861,7.019991947086757,4.19239626826209,-55630490.48925909,69.92983547785369,51259.714628868685,0.9243493828176425,7.884319831717416,Failed
"Williams, Logan and Camacho",7035739.956169993,32,5,86,Andreessen Horowitz,20.05862528609208,HealthTech,1725402.6204595775,442678.76,139757.65,B2B,1502537.1653444641,62.07538317326741,6.302402280545296,24.773707137105937,147289.32723769115,5.835276519462663,3.6357577525627223,18001409.395259447,58.05048618796204,67952.06921499415,2.681164753390981,-0.6762202472114573,Moderate
Todd-Pham,3107011.0803877306,62,2,17,Andreessen Horowitz,-3.584222144383767,Cybersecurity,-2290991.0670023244,629829.75,148272.49,B2B2C,686720.960185558,37.209192267013584,7.068932728153106,0.5730134816929893,164312.21135286146,1.0829418440309055,2.598496691442887,3507622.1926430576,54.640662300109,-8300.006994411737,0.720796083451626,6.113076685672684,Failed
Young Ltd,1100158.6939570524,41,6,8,Google Ventures,15.354982147876754,E-Commerce,3183469.277586746,317038.21,202517.35,D2C,864240.3701745161,52.27704658857,5.240290538876052,20.979831156199136,275812.01657381153,8.241114366990379,3.4603726929528973,60102160.65415174,67.66857511494788,52184.23572126572,6.149755202126899,12.601227145180417,Successful
Marshall-Elliott,5544440.785271581,14,9,55,Tiger Global,42.08141108957321,Cybersecurity,5987194.509112008,984564.93,612914.94,Marketplace,420648.8436007431,68.3551595390545,5.948819410400966,19.142323098820825,232730.45034109426,9.757831661941829,3.7819159532534115,42262149.81882926,70.12446924545719,98985.89422312888,1.705322958729945,16.710203352701654,Moderate
Walker-Jones,18939562.9592724,20,8,321,Sequoia Capital,96.28090135424782,Biotech,28152655.946268618,3568268.24,2249064.28,B2C,8136498.139207884,85.2215132007387,3.3872243787041287,57.258989640738335,766858.4388188162,3.8044999616569224,4.3104958972792575,183752985.38668573,84.2117750727351,672832.4507160989,10.154758425766737,6.140244355921693,Successful
Bishop-Goodwin,679122.1990429611,17,3,39,Sequoia Capital,41.01078981169472,FinTech,1805459.4507906972,116581.27,47166.27,Marketplace,75930.63315572527,45.06058403820801,6.31151290892129,14.065137205738683,144177.25219968622,4.3728581735084875,4.290426008176337,-15839068.503050894,66.3096936043304,-15394.09791967264,2.49649050989653,2.3328588470350264,Failed
"Conner, Li and Santiago",53075190.50933538,34,7,18,Sequoia Capital,39.99187615396234,SaaS,21736657.094767436,8876995.92,2593720.81,Marketplace,5394311.852328791,42.15887008814923,5.436320231474005,0.6108715226060255,621721.9223262296,5.5835664515708245,3.4441306494656048,208429970.95520806,61.32495122475873,-16780.38933698125,6.639804993354968,6.631256288549217,Moderate
"Edwards, Baker and Anderson",2680778.7041252092,28,9,93,Sequoia Capital,70.44575907665157,SaaS,,975644.45,481658.0,B2B2C,1798897.4155021226,78.0132705926327,4.054192130753045,49.7175375859913,344808.19512174156,6.466750505202987,4.599282702199878,25846361.633895412,95.02416173206653,33859.34645997149,5.029251010092257,6.5633276007775745,Successful
White Ltd,5515043.839318599,37,5,73,Tiger Global,11.121932409698134,AI,5456285.466757178,888655.35,325997.35,B2C,492144.02993747673,96.88660039763651,8.732163338492926,0.8840997026954929,461633.59637936455,2.6253792663655835,3.5434657197156545,11115395.912383342,61.14170052075634,73833.8138407071,1.072876750017014,-0.2464312409142202,Moderate
"Fisher, Wilson and Brown",-2503012.027860773,25,8,24,Accel,28.82785279813284,E-Commerce,-1174854.1606462505,170739.6,143016.39,B2B2C,-551784.7669833938,61.376397198651006,4.566855277702656,-10.80650380403325,730850.2712338477,10.47136645535778,3.504287444965203,-12464759.119046416,65.18675411609898,129348.12543695787,7.753237045523949,14.278723654417258,Successful
"Mendoza, Jenkins and Ortiz",4164344.6949585397,56,3,13,Andreessen Horowitz,-25.691650215350897,AI,-1546442.1374563463,63443.03,12482.4,B2C,256921.4125680123,45.33877255371493,8.770470421672975,-24.636998666444377,384318.9813420131,2.563977662216642,3.3217405168633882,17101236.448258024,55.77632356729865,64628.54549843668,0.8313371619066896,8.878491488813246,Failed
"Becker, Wilson and Hester",3953177.055447124,40,1,2,Andreessen Horowitz,17.400934144089884,FinTech,-715489.7982001214,429437.47,213596.61,B2B,199571.91772090358,42.041431807608674,6.385332999338336,-3.5832970629528385,4851169.49092596,0.3390290458756797,3.1046222830974326,-6135308.673161291,62.069315792220166,22513.536608938473,1.0920693895754787,10.707506917776312,Failed
"Hensley, Powell and David",30529607.44608251,5,7,103,Accel,74.78421915622638,Cybersecurity,46749236.23734182,2606136.86,1408059.79,Marketplace,10801427.46589662,76.87025292911157,4.612250907027247,26.13728192563512,225158.4332855101,10.94581597267189,5.13747368703434,205903504.66537863,75.05969288982902,817813.8834222144,3.2006760683040607,7.42112713593712,Successful
Morales-Jones,9106209.523661468,3,7,180,Sequoia Capital,85.39379007517861,AI,9903566.981510948,1726750.06,599366.22,DeepTech,2296982.0727820783,81.88076994408141,2.2096646034448506,43.276081968675534,-42236.4303553004,6.424290060136818,4.725554841814755,102245638.2700379,79.26846275278241,171286.55016925515,9.686703537876456,1.660420306080367,Successful
Galloway-Wyatt,16389483.459086953,24,8,187,Accel,114.40921269667072,AI,28690528.718003392,1144130.85,1199264.9,DeepTech,2997361.814635642,62.57961363786788,3.4508345118835253,49.509922417979375,390393.8305844859,5.992422634400924,4.154973804899212,262044267.34049726,75.84902433363688,184755.63260442292,13.788870051330942,30.87426843225142,Successful
Bruce-Villegas,5113938.313548087,51,4,26,Kalaari Capital,30.8612416560186,E-Commerce,1752744.2255075788,1028515.81,678918.67,Marketplace,-307635.9563384764,71.36876412166654,4.903593449374627,36.375562670347435,508951.840173735,6.138068109760266,3.5872115941503466,85886561.726862,77.0586526271227,214097.99388222487,4.0262771422803345,13.496185791008013,Moderate
Bright-Francis,231331.66953618592,39,5,9,Y Combinator,53.95050997730517,AgriTech,1813521.4566530432,821554.51,233426.56,B2C,-930053.1849169767,78.30880761409955,9.610848156669299,11.301528428964161,65110.5994384864,4.887671394426438,3.6976550757735267,64418010.69704089,92.13931146981278,18536.82664185019,4.652261373967621,26.47048094855465,Moderate
"Burns, Hernandez and Ryan",-887187.7707268039,33,3,10,Accel,-0.8994415303801676,FinTech,6259576.373131888,175562.22,136298.13,DeepTech,787595.4505270731,38.196954417960896,4.716523212311771,28.728475174160916,147099.41747053922,10.069479565576405,3.8541969019376396,-20927697.923063684,66.35289283881733,316355.31989111373,7.213110234075417,12.042375916729473,Moderate
Murphy PLC,407610.30668911815,50,4,5,Andreessen Horowitz,-4.28634906409506,EdTech,880361.1693757954,122726.95,55597.27,D2C,273360.08836854575,32.836127868437345,7.397605431269381,-24.287954446060528,131506.90517547034,1.2306727893298879,3.406926224963995,34752175.70823584,55.46115732435996,105639.01663450997,,5.225299181478849,Failed
"Becker, Taylor and Davis",9615707.256323768,20,6,17,Kalaari Capital,69.35644711683264,EdTech,5412508.7300925795,1863837.49,805851.24,Marketplace,836138.3638489011,65.46105049058862,3.5264040255078317,33.157209217555696,480734.11533234146,2.3029415764850913,3.5810505066086877,-24328104.70677597,64.90406747574278,-42988.685391050894,3.3823375015774175,20.899708908519045,Moderate
Williams-Moses,607955.9307206243,19,5,19,Sequoia Capital,-17.626355418430478,SaaS,-3415911.736922768,197759.12,197336.53,B2C,490181.6588825181,41.978877345155546,4.040413171453277,-28.23419398015075,204230.37372540732,4.663543595538898,2.337021177085899,-44253107.67914224,67.32356834014713,8233.313026792384,1.1613802454849855,3.9945635983526246,Failed
"Jackson, Miller and Robertson",9210051.872967627,13,8,23,Y Combinator,82.22467084652988,HealthTech,15043623.214942034,847979.78,1080714.81,DeepTech,3622105.512997273,74.40669126409158,3.131806585134556,23.050661631677976,635097.110581315,4.784891008877229,4.2904520984888865,131668811.48147544,91.7932484047256,88066.62078845486,10.936851551491841,44.314690312717076,Successful
"Hartman, Romero and Smith",22930042.323905233,38,5,9,Google Ventures,23.935548416719712,SaaS,6051794.844185915,1764175.97,657108.37,B2C,1533711.1399265688,34.34100456108536,3.2312073675855464,24.82267414752291,154507.5509009679,4.380669742766026,4.256584078252519,47111315.98141018,77.86868341344893,-8338.077934570192,8.043160854359439,8.31272340563312,Moderate
"Smith, Rodriguez and Anderson",1034151.3994612735,41,3,4,Kalaari Capital,-24.61190310400664,SaaS,332905.3451261116,177598.94,51826.29,B2B,683187.6048308728,45.93508440023076,9.173239252830449,-7.291997023085894,501904.2709658427,0.021069104190036974,1.6403350258822054,17915839.379560854,70.90008295489298,16554.060708701832,0.8466742273044914,2.9124877720764015,Failed
Frazier Inc,20987786.608327594,17,6,489,Sequoia Capital,65.83800547583715,Cybersecurity,9141652.801292513,3555062.94,1233961.85,D2C,8292676.085540206,65.47711829601042,0.7467406382254922,73.17834379284058,703267.5377401521,3.636158337343141,4.754304078931857,128627930.75691068,78.61414659563233,239118.62574489706,8.84115575874032,17.7071302614068,Successful
"Soto, Carlson and Baker",1675721.6299982935,65,6,8,Accel,17.20311920464421,AI,1548359.152769217,351843.49,57845.77,Marketplace,6978.791431989463,30.255298787489448,6.343529048205557,-47.65188335272899,1072122.4907918535,0.4279469331283973,3.610184271155569,-30241461.2684595,53.49057943401278,-69438.47288372373,2.70226316946852,3.6527492032129967,Failed
"Bryan, Smith and Booth",10734434.230105031,22,6,63,Accel,51.66832885642191,FinTech,8664904.514741328,1786691.34,1117056.02,B2B,947040.3596926507,88.55346560843269,3.9367161643092476,29.586046891771566,40957.26553635397,7.950584449478211,4.485531502287223,-33259365.01741979,61.51310230900178,-46924.90272623472,2.8796859488840765,14.982615929128666,Moderate
Abbott-Munoz,3497161.5354424575,12,9,129,Accel,102.31113322124602,E-Commerce,5710114.839401674,417813.33,347096.36,Marketplace,914196.6404126603,67.7404991777493,6.1970912587068145,,382470.3591984726,3.0509426899931986,5.137982997566435,19252870.440393537,97.61489955358702,741711.9657898843,5.718965318664348,12.053950979819138,Successful
Perez Inc,7110705.612049533,39,7,93,Y Combinator,108.20323430713636,Gaming,720136.0585732637,696579.64,501805.93,Marketplace,2435377.8248732295,101.86757669420126,4.683558314945479,29.469836741586587,386581.221982058,10.629166098905701,4.465842894841271,60461538.65637496,87.25111190450977,28934.547027396504,7.381421080761736,52.91682781139347,Successful
"Jacobson, Singleton and King",-1288130.8851751746,42,4,7,Accel,3.298238611220678,Biotech,987064.5649346537,31241.31,29294.38,D2C,747675.2696637659,71.06417555165052,6.687489111958712,-47.649825797009655,111177.09180179678,2.5688840378903293,3.027434052478423,25422477.307601973,41.24974800784193,-47098.01424032332,-1.3293530322205653,3.0525040915004866,Failed
Harrison-Alexander,9118522.000680365,29,6,251,Kalaari Capital,81.82784654348079,EdTech,5754000.090342463,816270.81,668982.0,SaaS,1560201.920387712,79.04682920635457,1.2602379941381296,39.07544966568315,217735.91303348876,15.86020449433712,4.153977097130058,107245264.89949311,90.60794937149997,4647.396207923142,10.574373260843318,10.603165979726313,Successful
Graham Group,5093232.552163827,40,5,46,SoftBank,16.80344807308377,HealthTech,314912.1178129496,262978.77,144672.65,B2B,640395.2410748161,71.76299861801077,8.878437543162642,32.02869371902391,644018.9479276431,6.599728664348291,4.537519528059827,14758643.704286657,49.01085087378857,302754.98967768974,1.5383234912496775,16.004371930879664,Failed
"Boyd, Gutierrez and Hill",-3197083.589234348,63,4,57,Accel,35.314486589284186,SaaS,-595598.0814532114,,57964.98,B2B2C,-434805.01783380646,50.32182305265951,6.6356296138792255,1.1804428288671982,748081.4207441311,3.129066635857865,3.383622513310448,50068396.90145935,61.731572276395575,73128.00804264704,3.194940227434717,-0.01715012201818622,Moderate
Price LLC,1825728.3089805166,22,5,60,SoftBank,30.77823876294277,SaaS,373023.1233175304,119461.05,189053.09,B2C,-427042.84544125665,62.8850574478487,8.345995877808202,35.59608863559351,85813.61341252086,5.501875101709489,3.3374842937322717,44987417.10164942,78.10975252284517,30666.823764848992,8.532160446062612,18.37922612844962,Moderate
